cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
1205,439,49,2011-06-09,0.0191,173133.52063288857,236271.15,63137.62936711143,4536.423008596514,69,Alta,Enviada
1354,712,49,2016-11-30,0.0171,89012.95573740601,158863.72,69850.76426259399,2088.010638180355,77,Média Alta,Enviada
1921,51,49,2022-02-20,0.016,107165.0677157804,165158.72,57993.6522842196,2212.1576205493043,94,Média Alta,Enviada
1548,965,50,2020-12-21,0.0102,75743.00949452216,100845.96,25102.95050547784,1971.8189076530412,49,Extrema,Enviada
170,23,51,2015-09-14,0.0187,76505.06680556608,94013.94,17508.87319443393,16170.001030351186,5,Média,Enviada
272,912,51,2011-10-13,0.0156,27855.30955318904,51968.6,24113.29044681096,516.3841278142966,119,Muito Baixa,Enviada
472,806,51,2011-04-21,0.0105,102638.21723842228,124608.8,21970.58276157771,5046.324265296072,23,Alta,Enviada
1094,414,51,2015-01-22,0.0087,39981.2291461102,55367.03,15385.8008538898,1040.0466445325626,47,Extrema,Enviada
1283,7,51,2019-04-28,0.0135,115084.65536621305,190093.65,75008.99463378696,2907.4589130777817,57,Média,Enviada
1600,498,51,2017-05-13,0.0129,139121.30012465466,219039.21,79917.90987534533,2285.5819964034954,120,Média Alta,Enviada
1749,417,51,2011-08-26,0.0137,171358.65704219585,238501.49,67142.83295780414,4037.8376566845623,64,Baixa,Enviada
804,734,52,2021-08-19,0.0115,57709.834805147024,68976.53,11266.695194852971,1385.88838890982,57,Muito Alta,Enviada
818,34,52,2012-06-11,0.0116,29117.43373832713,42525.57,13408.136261672864,469.90347200563286,110,Alta,Enviada
920,911,52,2020-09-25,0.0103,42931.1949877028,73757.17,30825.975012297204,624.9053261044425,120,Alta,Enviada
1581,581,52,2014-07-19,0.0139,67933.34683355477,115153.35,47220.00316644524,1453.27392895575,76,Extrema,Enviada
1644,982,52,2022-04-18,0.0153,176429.50570331985,236059.85,59630.34429668015,3518.363352803957,96,Média,Enviada
1757,83,52,2015-09-02,0.0237,32836.097293732775,53486.63,20650.532706267215,1242.9418171085097,42,Média,Enviada
54,261,53,2016-01-30,0.0182,72148.09813987216,133986.48,61838.38186012784,1490.5288114051075,118,Extrema,Enviada
206,520,53,2016-06-13,0.0145,144955.2590782037,212496.89,67541.6309217963,2742.6337301492217,101,Baixa,Enviada
788,118,53,2021-09-18,0.0224,16507.03057850274,30524.88,14017.84942149726,1307.847354416584,15,Média,Enviada
897,876,53,2019-10-02,0.0249,71852.56585403509,129520.15,57667.58414596492,2554.602365248088,49,Baixa,Enviada
1020,264,53,2010-08-07,0.0126,100570.20648583773,186753.92,86183.7135141623,1765.7129740485675,101,Média,Enviada
1036,9,53,2021-02-12,0.0094,7407.429890623232,9572.69,2165.260109376768,218.5521560295544,41,Alta,Enviada
1245,716,53,2022-01-12,0.0153,163396.46702941242,218434.06,55037.592970587575,7218.407577296387,28,Muito Baixa,Enviada
1424,124,53,2011-08-17,0.0086,157556.25547841436,229150.72,71594.46452158566,11993.366996926276,14,Média,Enviada
1826,616,53,2010-09-04,0.0142,152168.84331301914,183687.9,31519.056686980864,4213.620614436912,51,Muito Alta,Enviada
1931,899,53,2011-04-28,0.0238,37488.75676321612,74713.76,37225.00323678387,1028.251038498949,86,Extrema,Enviada
357,213,54,2014-09-28,0.0098,127569.62141933432,150784.84,23215.21858066568,3142.9620842250038,52,Muito Alta,Enviada
418,53,54,2015-06-06,0.0145,39243.678842089255,55878.5,16634.82115791074,705.7873321611576,114,Muito Baixa,Enviada
643,885,54,2022-01-21,0.0216,118694.56942148945,202025.12,83330.55057851056,4327.608910693009,42,Muito Alta,Enviada
1194,963,54,2011-03-12,0.0139,94802.43416077706,129005.63,34203.195839222964,1760.45766617681,100,Extrema,Enviada
1504,485,54,2010-06-19,0.023,186991.78107465457,243210.81,56219.02892534542,4714.571869995241,107,Alta,Enviada
1797,637,54,2018-03-10,0.0128,81512.82155441785,154692.24,73179.41844558214,1611.1673325076806,82,Extrema,Enviada
1905,273,54,2012-05-11,0.0172,81239.85591092582,143280.23,62040.374089074176,1845.4178959375995,83,Extrema,Enviada
95,660,55,2021-03-10,0.0158,60076.662135355626,74316.24,14239.577864644383,1847.463371844805,46,Média Alta,Enviada
975,684,55,2020-02-05,0.0188,21900.036042737866,26250.95,4350.913957262134,877.5985034895047,34,Muito Baixa,Enviada
1062,923,55,2013-12-16,0.0091,36855.88554775047,64696.45,27840.564452249524,9424.538661663639,4,Baixa,Enviada
1198,288,55,2015-08-27,0.02,53603.49686807055,101218.96,47615.46313192946,3575.4659237336405,18,Muito Baixa,Enviada
1294,965,55,2020-01-03,0.0142,59734.189393539695,87687.59,27953.400606460305,5449.175915682436,12,Extrema,Enviada
1902,519,55,2022-11-17,0.0178,196985.25709080603,247231.97,50246.71290919397,19876.502702186608,11,Média Alta,Enviada
82,129,56,2021-11-24,0.0108,145593.86939153512,244313.43,98719.56060846486,2794.3965366299626,77,Muito Baixa,Enviada
456,859,56,2010-11-06,0.0112,9816.418902348158,16567.1,6750.681097651844,211.2119416305136,66,Média Alta,Enviada
1217,844,56,2021-04-28,0.0108,190603.26778011568,224866.82,34263.55221988432,6014.522047658521,39,Média,Enviada
79,114,57,2015-12-17,0.0107,87239.71308359038,123207.06,35967.34691640962,1591.266399467205,83,Média,Enviada
224,697,57,2016-08-11,0.0154,92541.68472923085,142749.33,50207.645270769135,1776.7789161863905,106,Média Alta,Enviada
537,823,57,2022-10-23,0.0124,16507.52687418971,29357.06,12849.533125810292,897.692626902108,21,Muito Alta,Enviada
1658,193,57,2013-12-26,0.0084,29155.840255590567,49624.09,20468.24974440943,398.453573304223,114,Média Alta,Enviada
66,854,58,2010-06-15,0.0085,92200.25656165884,154975.23,62774.97343834117,1492.2282472481213,88,Muito Baixa,Enviada
219,567,58,2018-10-24,0.0111,67254.86684154038,80356.64,13101.77315845962,1209.438694279757,87,Extrema,Enviada
388,53,58,2012-03-13,0.0233,90272.27892358467,112630.73,22358.45107641532,2658.531447921291,68,Média,Enviada
932,475,58,2022-02-14,0.0176,88283.09037679457,117348.32,29065.229623205432,2254.129349882795,67,Alta,Enviada
1987,584,58,2012-06-13,0.0094,128475.83813619964,156285.99,27810.15186380035,3868.38081107641,40,Extrema,Enviada
550,129,59,2014-12-06,0.0206,133679.13668164582,249763.13,116083.99331835416,3515.567775547804,75,Muito Alta,Enviada
1732,897,59,2015-04-01,0.0099,127680.75845481768,163284.53,35603.77154518234,3881.2144168724026,40,Muito Alta,Enviada
1733,893,59,2013-01-26,0.0136,59498.97725122553,112145.98,52647.002748774474,1270.471614298314,75,Média,Enviada
1856,849,59,2022-09-13,0.0243,102305.04265481672,158163.32,55858.27734518328,2768.9813853786086,95,Muito Baixa,Enviada
62,264,60,2012-06-28,0.0161,140136.89372720424,184848.44,44711.54627279575,12033.41964355559,13,Extrema,Enviada
106,114,60,2021-01-27,0.0091,95446.23754939216,131196.9,35750.66245060784,1495.194808845338,96,Média Alta,Enviada
1680,576,60,2019-09-03,0.0192,113297.72876012886,189031.05,75733.32123987113,2422.5724718124447,120,Baixa,Enviada
133,89,61,2013-02-06,0.0086,17764.23116604422,35204.53,17440.298833955778,575.8743434768903,36,Muito Alta,Enviada
736,425,61,2019-02-04,0.0112,126647.9679096339,223793.09,97145.1220903661,2386.7436631982887,81,Muito Baixa,Enviada
1209,463,61,2011-04-05,0.0111,62508.05744987686,88360.64,25852.582550123137,1524.6166975446934,55,Alta,Enviada
1299,229,61,2013-02-15,0.0117,123947.86839411368,184731.32,60783.45160588633,4059.1700088608777,38,Baixa,Enviada
1589,311,61,2015-01-05,0.0145,165366.8576607022,208017.36,42650.5023392978,4805.95836505665,48,Muito Baixa,Enviada
1623,788,61,2013-03-03,0.0182,139271.38109414757,181642.02,42370.63890585244,2891.6005061829733,116,Baixa,Enviada
1831,837,61,2020-10-27,0.0198,67658.76142692815,132181.85,64523.08857307186,8281.332438349673,9,Alta,Enviada
1857,795,61,2020-01-23,0.0213,102778.59832145627,126171.01,23392.411678543715,2548.0653301247385,93,Muito Baixa,Enviada
1317,752,62,2012-03-01,0.0119,51392.65071735084,102016.69,50624.03928264916,52004.223260887215,1,Média Alta,Enviada
1342,129,62,2022-01-28,0.0106,178222.68534360273,238769.73,60547.04465639729,3584.8113344752264,71,Baixa,Enviada
1460,302,62,2021-10-22,0.0198,161765.45729888842,197885.02,36119.562701111594,3603.908536062685,112,Baixa,Enviada
739,651,63,2017-03-01,0.0227,33044.314509698146,52467.39,19423.075490301853,8735.155657186635,4,Extrema,Enviada
741,790,63,2022-02-18,0.0152,86135.09883104665,135081.0,48945.90116895335,2295.5068254071984,56,Muito Baixa,Enviada
782,957,63,2010-01-31,0.012,2806.88226129752,5295.01,2488.1277387024807,158.69480472334203,20,Baixa,Enviada
1264,187,63,2016-02-03,0.0244,131337.58299090297,221227.0,89889.41700909704,7294.866486228766,24,Alta,Enviada
1355,790,63,2019-04-28,0.0237,156092.6657220335,198307.89,42215.22427796652,19462.988849146175,9,Extrema,Enviada
239,130,64,2021-06-17,0.0128,41822.958999153445,70311.97,28489.01100084656,776.2146257224731,92,Muito Baixa,Enviada
370,883,64,2020-07-26,0.0147,77630.22255932144,131066.34,53436.117440678565,1879.9991495140048,64,Muito Baixa,Enviada
965,561,64,2019-04-03,0.0088,105272.70207181908,138722.78,33450.07792818091,3133.58082922758,40,Média Alta,Enviada
1224,304,64,2015-10-28,0.0231,113166.50598117136,203313.53,90147.02401882864,2903.327058593168,101,Média,Enviada
1901,478,64,2012-08-31,0.0198,152575.42080440873,245759.12,93183.69919559128,3472.9989805778723,104,Extrema,Enviada
1221,833,65,2015-11-16,0.012,148787.57726938993,212724.26,63936.68273061006,3492.9587855345144,60,Alta,Enviada
1822,553,65,2016-02-15,0.0208,103721.61245437988,135291.33,31569.717545620108,2380.5063067003,115,Extrema,Enviada
1851,971,65,2013-02-23,0.0205,101945.43604559627,143036.28,41090.84395440372,2658.5448792786924,76,Extrema,Enviada
1896,564,65,2017-07-26,0.0084,98056.87212764216,136656.48,38599.607872357854,5346.723676459117,20,Média Alta,Enviada
482,512,66,2016-02-07,0.0092,11079.029190700408,20365.44,9286.410809299592,219.89438161820988,68,Alta,Enviada
860,464,66,2017-11-28,0.0162,22076.45762830751,27852.07,5775.612371692489,647.6086368166552,50,Média Alta,Enviada
1310,380,66,2022-08-12,0.0172,47722.81432591021,80115.51,32392.695674089788,1014.92991320815,97,Extrema,Enviada
1423,379,66,2011-02-27,0.0167,174870.8372026852,237069.16,62198.32279731482,3977.6485622857945,80,Baixa,Enviada
1538,925,66,2013-07-15,0.0083,93043.10069271452,140029.33,46986.229307285445,1610.498257093727,79,Média,Enviada
1711,640,66,2021-10-27,0.0249,120893.69049387371,195580.94,74687.24950612627,3231.633377888532,109,Média Alta,Enviada
1805,188,66,2017-09-30,0.0239,132617.5393726684,171432.42,38814.88062733161,10624.566534173038,15,Muito Baixa,Enviada
1930,131,66,2010-06-22,0.008,123850.27759837998,241343.23,117492.95240162004,1687.7194225670848,111,Média Alta,Enviada
21,393,67,2016-10-14,0.0089,35952.4000593401,56942.45,20990.049940659894,570.018905659185,93,Extrema,Enviada
509,846,67,2016-02-03,0.019,16784.99381919884,30270.81,13485.81618080116,489.5345216910074,56,Baixa,Enviada
1029,505,67,2012-12-18,0.0147,68002.71901587059,101077.39,33074.67098412941,1713.5321775873206,60,Média,Enviada
1309,428,67,2012-02-24,0.0102,51894.04585981329,79197.45,27303.404140186707,1133.49426330262,62,Muito Alta,Enviada
1614,175,67,2014-02-13,0.0175,162254.9318815258,228789.7,66534.76811847424,4835.633997346951,51,Média,Enviada
150,894,68,2019-12-28,0.0244,79253.64688263269,140411.41,61157.763117367314,4042.039027604736,27,Média Alta,Enviada
1713,890,68,2022-01-26,0.0204,140006.35265889828,227540.41,87534.05734110174,3967.925830634285,63,Média,Enviada
1790,751,68,2017-06-26,0.0195,44649.403526505674,67807.04,23157.636473494327,5457.195565042618,9,Baixa,Enviada
50,638,69,2020-01-13,0.0099,105866.5546715602,146396.58,40530.02532843979,1546.0611388825678,115,Muito Alta,Enviada
522,406,69,2015-08-13,0.0145,16451.606099106157,32541.69,16090.083900893842,996.8412512973416,19,Muito Baixa,Enviada
564,120,69,2016-11-13,0.0175,122112.43230517568,155647.34,33534.90769482434,4129.912495294194,42,Média Alta,Enviada
798,481,69,2011-04-30,0.0113,182890.0611130976,220982.08,38092.01888690237,3759.734516983088,71,Extrema,Enviada
1008,419,69,2013-09-10,0.0086,79156.37562773154,108353.5,29197.124372268456,1128.1803171059944,108,Muito Alta,Enviada
125,162,70,2016-11-01,0.0209,172127.84431339666,231919.58,59791.7356866033,12134.547247117847,17,Muito Baixa,Enviada
498,930,70,2015-03-10,0.0196,80208.79179986657,123827.47,43618.67820013344,1936.9808601477796,86,Baixa,Enviada
722,667,70,2019-08-19,0.0168,9807.045468350605,16436.54,6629.494531649398,667.9800739411112,17,Média Alta,Enviada
926,6,70,2013-04-08,0.0143,103685.74459457536,159630.45,55944.70540542464,2803.7586367660715,53,Média Alta,Enviada
1701,520,70,2017-07-27,0.0206,115989.25577998634,228157.36,112168.10422001364,3357.176895252543,61,Alta,Enviada
204,71,71,2012-07-10,0.0247,40042.4037366029,75600.76,35558.35626339709,8611.559738796665,5,Alta,Enviada
402,381,71,2016-01-03,0.0249,149254.42797252105,187154.59,37900.16202747894,4093.0928838843215,97,Média,Enviada
1240,473,71,2022-12-13,0.0135,133818.69486362956,161455.28,27636.585136370453,7360.850365721418,21,Muito Baixa,Enviada
1422,933,71,2020-01-27,0.0084,111889.33965095386,201769.91,89880.57034904615,1571.1905751753338,109,Extrema,Enviada
1443,214,71,2017-07-29,0.0214,160636.69313352564,204113.58,43476.88686647435,6115.537518068844,39,Muito Baixa,Enviada
301,915,72,2014-02-17,0.023,44531.83436144809,57906.49,13374.655638551909,1689.1481561159794,41,Alta,Enviada
398,633,72,2020-11-08,0.0203,74174.60930093865,140472.94,66298.33069906133,10138.657251925748,8,Muito Alta,Enviada
519,236,72,2020-07-31,0.0117,151129.51337825487,211434.59,60305.0766217451,3333.1152918542107,65,Baixa,Enviada
683,962,72,2019-06-05,0.0136,70895.39566982587,121907.06,51011.664330174135,2226.8696240490626,42,Média Alta,Enviada
794,132,72,2019-12-10,0.016,136153.24528918724,166874.28,30721.034710812768,3620.2448127001135,58,Média,Enviada
1129,39,72,2016-09-08,0.0124,157306.02807295357,218078.88,60772.85192704644,2675.035979618855,106,Baixa,Enviada
1242,309,72,2016-07-21,0.0116,6546.068287415812,10427.0,3880.931712584188,121.53180313136104,85,Baixa,Enviada
1250,559,72,2020-09-10,0.0144,9183.704341113793,18148.5,8964.795658886209,204.1289955510887,73,Extrema,Enviada
1662,693,72,2021-03-14,0.0199,205244.55745584876,247930.69,42686.13254415129,5942.465184808776,59,Alta,Enviada
1775,416,72,2019-01-13,0.0198,85339.45309700644,113864.48,28525.026902993563,1883.4594263432243,116,Baixa,Enviada
94,17,73,2021-01-15,0.0248,49088.5717880895,88730.23,39641.658211910486,1288.9831348508171,118,Média,Enviada
210,28,73,2010-09-02,0.0212,68031.9627465627,110541.92,42509.957253437286,1910.887012130904,67,Extrema,Enviada
296,625,73,2013-02-17,0.014,119989.83011673036,181040.55,61050.71988326964,2469.6771667936505,82,Média,Enviada
374,897,73,2011-05-21,0.0246,97996.83237231395,173856.17,75859.33762768605,2732.6856512264426,88,Extrema,Enviada
726,67,73,2014-01-31,0.0112,136732.64929851124,197682.41,60949.76070148876,2094.014414152612,118,Média Alta,Enviada
780,483,73,2016-11-29,0.0093,139143.84969019453,211893.29,72749.44030980549,4181.604496618208,40,Média Alta,Enviada
1166,11,73,2021-08-24,0.0135,129204.20899144773,155483.49,26279.281008552272,2434.4442591216007,94,Muito Baixa,Enviada
1219,999,73,2015-06-07,0.0247,58949.569802330014,83283.82,24334.25019766999,2025.5906678794504,52,Alta,Enviada
1306,757,73,2013-05-20,0.0225,134448.05282485558,211844.48,77396.42717514443,4368.34424857477,53,Baixa,Enviada
1447,698,73,2012-06-19,0.0154,64261.64477095239,127423.73,63162.08522904761,6395.508208726144,11,Média,Enviada
1542,215,73,2013-05-13,0.012,76574.23505539712,94102.4,17528.16494460288,1216.6500237810253,118,Muito Baixa,Enviada
1924,631,73,2012-10-08,0.0102,131550.98248130956,183577.94,52026.95751869044,4193.418372356499,38,Extrema,Enviada
76,474,74,2020-07-23,0.0123,94007.18082195311,140410.74,46403.5591780469,2010.8146994215576,70,Média Alta,Enviada
586,341,74,2022-10-05,0.0189,24768.38798826918,39369.35,14600.96201173082,538.0193892212875,109,Muito Baixa,Enviada
1501,879,74,2017-11-30,0.0112,120345.37207289875,226771.35,106425.97792710124,6202.24965758615,22,Baixa,Enviada
1683,251,74,2016-10-08,0.0242,170155.8701516731,226373.23,56217.3598483269,7545.271778788186,33,Baixa,Enviada
107,703,75,2020-02-12,0.0179,19079.460181157025,28902.62,9823.159818842976,1926.2861149650716,11,Muito Baixa,Enviada
135,198,75,2010-05-16,0.0132,115471.13447275796,215832.01,100360.87552724204,2329.5158085115854,81,Muito Baixa,Enviada
706,588,75,2012-05-07,0.0222,70318.90624312933,90079.2,19760.29375687067,2425.1603117676664,47,Alta,Enviada
814,843,75,2020-12-21,0.0194,79857.24098505509,106282.27,26425.02901494492,2207.03655561097,63,Alta,Enviada
1587,323,75,2017-03-19,0.0237,134154.7701026956,184008.83,49854.05989730439,4657.532808313846,49,Muito Baixa,Enviada
1972,153,75,2010-09-12,0.0127,112790.09671881076,149166.67,36376.573281189245,8844.782650921497,14,Muito Baixa,Enviada
27,37,76,2013-10-09,0.0162,16308.764040528473,21412.72,5103.955959471529,798.5430946622893,25,Alta,Enviada
122,277,76,2017-01-23,0.0191,171734.7465778574,213147.52,41412.77342214257,26443.34945739681,7,Extrema,Enviada
549,164,76,2021-07-29,0.0243,183072.45845604604,227912.76,44840.30154395397,8129.81416853837,33,Muito Alta,Enviada
756,672,76,2016-05-20,0.0122,66486.74497784476,92072.13,25585.38502215524,1710.8190337689375,53,Média,Enviada
816,420,76,2019-03-16,0.0247,110094.24003475968,210320.45,100226.20996524033,6135.2964116891935,24,Baixa,Enviada
1681,818,76,2022-09-28,0.0176,69681.56914435633,120595.76,50914.190855643676,70907.96476129677,1,Média,Enviada
147,462,77,2017-10-21,0.0233,131609.7805070845,173677.47,42067.68949291549,3485.2649858216355,92,Muito Alta,Enviada
186,448,77,2017-09-07,0.0129,183192.02489659944,245847.82,62655.79510340057,47284.45711914644,4,Alta,Enviada
667,849,77,2020-12-24,0.0137,9038.788244298128,11752.05,2713.261755701872,1579.5186813101852,6,Média Alta,Enviada
863,4,77,2018-07-18,0.0149,31531.84144286279,51599.21,20067.368557137208,649.0814929475468,87,Média Alta,Enviada
1184,426,77,2019-04-18,0.0176,42785.371504245566,82958.29,40172.91849575443,1262.6914192419777,52,Extrema,Enviada
1303,308,77,2020-06-25,0.0248,180256.61170554344,240219.34,59962.7282944566,12012.305015838654,19,Muito Alta,Enviada
1785,454,77,2017-03-21,0.012,125501.5093536506,223824.71,98323.20064634939,3753.218623114164,43,Alta,Enviada
1828,484,77,2017-08-02,0.0241,12955.492798051851,22548.88,9593.38720194815,378.8226132201447,73,Muito Baixa,Enviada
39,715,78,2014-12-10,0.0225,149351.260168629,178107.43,28756.169831370975,4162.596347442864,74,Baixa,Enviada
58,921,78,2022-06-12,0.0211,119231.0890069522,147606.68,28375.59099304777,5162.081947797188,32,Muito Baixa,Enviada
63,233,78,2013-09-21,0.0209,65921.44624122145,102903.99,36982.54375877855,1535.5610087375967,110,Muito Alta,Enviada
132,38,78,2015-02-23,0.0108,40526.31449315273,53534.35,13008.035506847267,1796.122116363327,26,Extrema,Enviada
451,140,78,2022-02-10,0.0145,16256.32814128432,28980.79,12724.46185871568,1145.7478342566965,16,Alta,Enviada
